,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Total_Interaction,User Type,User ID,Country ID,Classified Sentiment,Platform ID
142,Empowerment through mentoring and guiding others,Empowerment,2014-06-03 08:20:00,MentorEmpower,Twitter,#Empowerment #Mentorship,15,30,UK,2014,6,3,8,45,Regular User,User_143,UK,Negative,X
143,Compassion shown through acts of kindness in the community,Compassion,2019-01-15 14:50:00,KindnessInAction,Instagram,#Compassion #CommunityKindness,18,35,Australia,2019,1,15,14,53,Influencer,User_144,AU,Negative,IG
144,Tenderness in a heartfelt message to a loved one,Tenderness,2016-12-25 19:30:00,LoveExpress,Facebook,#Tenderness #LoveNote,25,50,UK,2016,12,25,19,75,Influencer,User_145,UK,Negative,FB
145,Arousal of excitement before a muchawaited trip,Arousal,2018-03-10 09:45:00,TravelExcitement,Twitter,#Arousal #TravelAdventure,20,40,India,2018,3,10,9,60,Influencer,User_146,IN,Negative,X
146,Enthusiasm for a new artistic project in the works,Enthusiasm,2020-09-17 16:30:00,ArtisticSpirit,Instagram,#Enthusiasm #ArtisticProject,15,30,USA,2020,9,17,16,45,Regular User,User_147,US,Negative,IG
147,Feeling a sense of fulfillment after helping others,Fulfillment,2011-08-28 18:45:00,HelperHeart,Facebook,#Fulfillment #HelpingOthers,22,45,Canada,2011,8,28,18,67,Influencer,User_148,CA,Negative,FB
148,Reverence for the historical significance of a landmark,Reverence,2017-11-01 15:30:00,HistoryBuff,Twitter,#Reverence #HistoricalSite,18,35,Australia,2017,11,1,15,53,Influencer,User_149,AU,Negative,X
149,Elation after achieving a fitness milestone,Elation,2019-06-15 10:00:00,FitnessAchiever2,Instagram,#Elation #FitnessMilestone,25,50,UK,2019,6,15,10,75,Influencer,User_150,UK,Negative,IG
150,The euphoria of a successful product launch,Euphoria,2022-04-03 11:45:00,ProductLaunchJoy,Facebook,#Euphoria #ProductLaunchSuccess,15,30,USA,2022,4,3,11,45,Regular User,User_151,US,Negative,FB
151,Contentment in the embrace of a loved one,Contentment,2010-11-12 20:20:00,LovingEmbrace,Twitter,#Contentment #Love,30,60,India,2010,11,12,20,90,Influencer,User_152,IN,Negative,X
152,Serenity found in the beauty of a sunset by the sea,Serenity,2011-07-22 18:30:00,SunsetWatcher2,Instagram,#Serenity #SunsetViews,22,45,Canada,2011,7,22,18,67,Influencer,User_153,CA,Negative,IG
153,Gratitude for the small joys that each day brings,Gratitude,2012-03-30 11:20:00,JoyfulHeart2,Facebook,#Gratitude #SmallJoys,15,30,Australia,2012,3,30,11,45,Regular User,User_154,AU,Negative,FB
154,Hopeful about the potential for personal growth,Hope,2013-10-05 16:40:00,GrowthOptimist,Twitter,#Hope #PersonalDevelopment,18,35,UK,2013,10,5,16,53,Influencer,User_155,UK,Negative,X
155,Empowerment through learning a new skill,Empowerment,2014-07-10 13:15:00,SkillEmpower,Instagram,#Empowerment #SkillBuilding,25,50,India,2014,7,10,13,75,Influencer,User_156,IN,Negative,IG
156,Compassion in volunteering for a local charity,Compassion,2015-12-18 14:20:00,CharityVolunteer,Facebook,#Compassion #VolunteerWork,18,35,USA,2015,12,18,14,53,Influencer,User_157,US,Negative,FB
157,Tenderness in a quiet moment shared with a pet,Tenderness,2016-02-10 19:45:00,PetLove,Twitter,#Tenderness #PetLove,25,50,Canada,2016,2,10,19,75,Influencer,User_158,CA,Negative,X
158,Arousal of excitement for an upcoming festival,Arousal,2017-09-25 11:30:00,FestivalFan,Instagram,#Arousal #FestivalExcitement,20,40,UK,2017,9,25,11,60,Influencer,User_159,UK,Negative,IG
159,Enthusiasm for a DIY home improvement project,Enthusiasm,2018-04-15 16:00:00,DIYEnthusiast,Facebook,#Enthusiasm #HomeImprovement,15,30,Australia,2018,4,15,16,45,Regular User,User_160,AU,Negative,FB
160,Fulfillment in completing a challenging puzzle,Fulfillment,2019-11-28 18:20:00,PuzzleMaster,Twitter,#Fulfillment #PuzzleChallenge,22,45,India,2019,11,28,18,67,Influencer,User_161,IN,Negative,X
161,Reverence for the wonders of nature on a hiking trail,Reverence,2020-05-11 15:00:00,NatureAdmirer,Instagram,#Reverence #NatureExploration,18,35,USA,2020,5,11,15,53,Influencer,User_162,US,Negative,IG
162,Elation after a surprise reunion with a childhood friend,Elation,2021-02-05 09:30:00,ChildhoodJoy,Facebook,#Elation #FriendshipReunion,25,50,Canada,2021,2,5,9,75,Influencer,User_163,CA,Negative,FB
163,Suffering from despair after another setback,Despair,2021-03-10 08:30:00,StrugglingSoul,Twitter,#Despair #Struggle,5,10,USA,2021,3,10,8,15,Regular User,User_164,US,Negative,X
164,Overwhelmed by grief missing a loved one dearly,Grief,2022-07-05 15:45:00,MourningHeart,Instagram,#Grief #Loss,8,15,Canada,2022,7,5,15,23,Regular User,User_165,CA,Negative,IG
165,Loneliness creeps in as the night grows colder,Loneliness,2019-11-18 21:20:00,SolitarySoul,Facebook,#Loneliness #Isolation,10,20,UK,2019,11,18,21,30,Regular User,User_166,UK,Negative,FB
166,Jealousy consumes me as I witness others success,Jealousy,2020-08-12 11:30:00,EnviousObserver,Twitter,#Jealousy #Envy,12,25,India,2020,8,12,11,37,Regular User,User_167,IN,Negative,X
167,Resentment building up over past betrayals,Resentment,2018-05-22 14:45:00,BitterHeart,Instagram,#Resentment #Bitterness,7,15,Australia,2018,5,22,14,22,Regular User,User_168,AU,Negative,IG
168,Frustration mounts as obstacles block my path,Frustration,2017-01-30 16:10:00,BlockedGoals,Facebook,#Frustration #Obstacles,10,20,USA,2017,1,30,16,30,Regular User,User_169,US,Negative,FB
169,Boredom sets in the day feels endlessly dull,Boredom,2016-09-28 19:45:00,BoredMind,Twitter,#Boredom #LackOfInterest,8,15,Canada,2016,9,28,19,23,Regular User,User_170,CA,Negative,X
170,Anxiety grips my heart worry clouds my thoughts,Anxiety,2019-04-15 09:00:00,WorriedMind,Instagram,#Anxiety #Worry,12,25,UK,2019,4,15,9,37,Regular User,User_171,UK,Negative,IG
171,Intimidation by the unknown future ahead,Intimidation,2021-12-03 18:30:00,FearfulSoul,Facebook,#Intimidation #Fear,15,30,India,2021,12,3,18,45,Regular User,User_172,IN,Negative,FB
172,Helplessness sinks in as challenges pile up,Helplessness,2020-06-20 14:20:00,OverwhelmedHeart,Twitter,#Helplessness #Overwhelmed,8,15,Australia,2020,6,20,14,23,Regular User,User_173,AU,Negative,X
173,Envy eats away at me as I see others prosperity,Envy,2018-11-07 11:30:00,CovetousMind,Instagram,#Envy #Desire,10,20,Canada,2018,11,7,11,30,Regular User,User_174,CA,Negative,IG
174,Regret over missed opportunities haunts my thoughts,Regret,2017-08-25 16:00:00,RemorsefulSoul,Facebook,#Regret #MissedChances,12,25,UK,2017,8,25,16,37,Regular User,User_175,UK,Negative,FB
175,Disgust at the sight of injustice and cruelty,Disgust,2019-02-11 09:45:00,DisgustedHeart,Twitter,#Disgust #Injustice,7,15,India,2019,2,11,9,22,Regular User,User_176,IN,Negative,X
176,Drowning in despair hope slipping through my fingers,Despair,2016-04-02 20:20:00,HopelessHeart,Instagram,#Despair #Hopeless,10,20,USA,2016,4,2,20,30,Regular User,User_177,US,Negative,IG
177,Grief weighs heavy tears a constant companion,Grief,2015-10-18 15:30:00,TearfulSoul,Facebook,#Grief #Tears,12,25,Canada,2015,10,18,15,37,Regular User,User_178,CA,Negative,FB
178,Loneliness in a crowded room a silent cry for connection,Loneliness,2019-07-12 18:10:00,IsolatedMind,Twitter,#Loneliness #SeekingConnection,15,30,UK,2019,7,12,18,45,Regular User,User_179,UK,Negative,X
179,Jealousy gnaws at my confidence a toxic emotion,Jealousy,2018-06-03 16:30:00,SelfDoubt,Instagram,#Jealousy #Insecurity,8,15,India,2018,6,3,16,23,Regular User,User_180,IN,Negative,IG
180,Resentment festers poisoning relationships,Resentment,2022-01-15 12:00:00,BrokenTrust,Facebook,#Resentment #BrokenTrust,10,20,Australia,2022,1,15,12,30,Regular User,User_181,AU,Negative,FB
181,Frustration boils over a volcanic eruption of emotions,Frustration,2017-04-10 14:45:00,ExplosiveMind,Twitter,#Frustration #EmotionalOutburst,12,25,USA,2017,4,10,14,37,Regular User,User_182,US,Negative,X
182,Boredom settles like dust life feels mundane,Boredom,2016-11-28 19:00:00,MundaneHeart,Instagram,#Boredom #Monotony,7,15,Canada,2016,11,28,19,22,Regular User,User_183,CA,Negative,IG
183,Anxiety grips my chest a relentless grip on my thoughts,Anxiety,2018-09-05 09:30:00,RestlessMind,Facebook,#Anxiety #Restlessness,10,20,UK,2018,9,5,9,30,Regular User,User_184,UK,Negative,FB
184,Intimidation by the challenges ahead fear takes hold,Intimidation,2021-10-22 18:30:00,FearfulJourney,Twitter,#Intimidation #FacingFear,15,30,India,2021,10,22,18,45,Regular User,User_185,IN,Negative,X
185,Helplessness engulfs me drowning in a sea of problems,Helplessness,2019-05-08 14:20:00,OverwhelmedSoul,Instagram,#Helplessness #Struggling,8,15,Australia,2019,5,8,14,23,Regular User,User_186,AU,Negative,IG
186,Envy poisons my thoughts coveting others success,Envy,2017-03-20 11:30:00,GreenEyedMonster,Facebook,#Envy #Success,10,20,Canada,2017,3,20,11,30,Regular User,User_187,CA,Negative,FB
187,Regret for decisions that led to a painful present,Regret,2018-12-15 16:00:00,RegretfulMind,Twitter,#Regret #PastChoices,12,25,USA,2018,12,15,16,37,Regular User,User_188,US,Negative,X
188,Disgust at the corruption that stains society,Disgust,2016-07-01 09:45:00,CorruptedHeart,Instagram,#Disgust #Corruption,7,15,UK,2016,7,1,9,22,Regular User,User_189,UK,Negative,IG
189,Sinking in despair each day darker than the last,Despair,2020-08-20 20:20:00,DrowningSoul,Facebook,#Despair #DarkDays,10,20,India,2020,8,20,20,30,Regular User,User_190,IN,Negative,FB
190,Grief overwhelms a storm of emotions within,Grief,2021-02-25 15:30:00,StormyHeart,Twitter,#Grief #EmotionalStorm,12,25,Canada,2021,2,25,15,37,Regular User,User_191,CA,Negative,X
191,Loneliness echoes in empty spaces yearning for connection,Loneliness,2019-09-12 18:10:00,EchoingSoul,Instagram,#Loneliness #YearningForConnection,15,30,Australia,2019,9,12,18,45,Regular User,User_192,AU,Negative,IG
192,Jealousy poisons my thoughts resentment brewing within,Jealousy,2018-08-05 16:30:00,PoisonedMind,Facebook,#Jealousy #Resentment,8,15,USA,2018,8,5,16,23,Regular User,User_193,US,Negative,FB
193,Resentment festers a wound that refuses to heal,Resentment,2017-01-12 12:00:00,UnforgivingSoul,Twitter,#Resentment #Unforgiving,10,20,India,2017,1,12,12,30,Regular User,User_194,IN,Negative,X
194,Frustration escalates a thunderstorm of emotions,Frustration,2022-04-05 14:45:00,ThunderingMind,Instagram,#Frustration #EmotionalOutburst,12,25,UK,2022,4,5,14,37,Regular User,User_195,UK,Negative,IG
195,Boredom lingers a stagnant pool of indifference,Boredom,2021-10-02 19:00:00,StagnantHeart,Facebook,#Boredom #Stagnation,7,15,Canada,2021,10,2,19,22,Regular User,User_196,CA,Negative,FB
196,Embarking on a journey of discovery fueled by curiosity and a thirst for knowledge,Curiosity,2023-04-15 10:15:00,InquisitiveMind,Twitter,#Curiosity #Learning,15,30,USA,2023,4,15,10,45,Regular User,User_197,US,Negative,X
197,Lost in the vast sea of information an indifferent wave in the digital ocean,Indifference,2022-11-28 17:30:00,ApatheticObserver,Instagram,#Indifference #DigitalOverload,7,15,Canada,2022,11,28,17,22,Regular User,User_198,CA,Negative,IG
198,The complex puzzle of life leaves me in a state of perpetual confusion seeking answers in the chaos,Confusion,2020-04-02 09:45:00,SeekingClarity,Facebook,#Confusion #LifePuzzle,10,20,UK,2020,4,2,9,30,Regular User,User_199,UK,Negative,FB
199,A numbness settles over me a shield against the overwhelming emotions life throws my way,Numbness,2021-08-10 14:00:00,EmotionallyDistant,Twitter,#Numbness #EmotionalShield,8,15,India,2021,8,10,14,23,Regular User,User_200,IN,Negative,X
200,Gazing at the sunset a melancholic longing for moments that slip through the fingers of time,Melancholy,2019-06-18 20:45:00,SunsetDreamer,Instagram,#Melancholy #SunsetMoments,12,25,Australia,2019,6,18,20,37,Regular User,User_201,AU,Negative,IG
201,Revisiting old photographs caught in the embrace of nostalgias bittersweet symphony,Nostalgia,2018-02-05 15:15:00,MemoryLaneTraveler,Facebook,#Nostalgia #MemoryLane,10,20,USA,2018,2,5,15,30,Regular User,User_202,US,Negative,FB
202,Torn between conflicting emotions an ambivalence that paints my decisions in shades of uncertainty,Ambivalence,2022-05-30 11:30:00,MixedFeelings,Twitter,#Ambivalence #UncertainChoices,12,25,Canada,2022,5,30,11,37,Regular User,User_203,CA,Negative,X
203,Embracing the ebb and flow of life finding acceptance in the dance of existence,Acceptance,2023-01-10 16:20:00,ZenLifestyle,Instagram,#Acceptance #LifeJourney,15,30,UK,2023,1,10,16,45,Regular User,User_204,UK,Negative,IG
204,Facing challenges headon a determination that fuels the fire within to achieve the impossible,Determination,2020-09-18 13:45:00,ResilientSpirit,Facebook,#Determination #AchieveTheImpossible,10,20,India,2020,9,18,13,30,Regular User,User_205,IN,Negative,FB
205,Serenity found in the stillness of nature a tranquil retreat from the chaos of the modern world,Serenity,2021-07-03 19:00:00,NatureSoul,Twitter,#Serenity #NatureRetreat,12,25,Australia,2021,7,3,19,37,Regular User,User_206,AU,Negative,X
206,Curiosity leading me down the rabbit hole of knowledge a perpetual student in lifes classroom,Curiosity,2022-10-08 08:15:00,EternalLearner,Instagram,#Curiosity #KnowledgeQuest,20,40,USA,2022,10,8,8,60,Influencer,User_207,US,Negative,IG
207,Floating through the day with an air of indifference detached from the mundane happenings around,Indifference,2023-03-22 16:30:00,AloofObserver,Facebook,#Indifference #FloatingThroughLife,10,20,Canada,2023,3,22,16,30,Regular User,User_208,CA,Negative,FB
208,Entangled in the web of thoughts confusion reigning as I navigate the labyrinth of ideas,Confusion,2021-05-15 11:45:00,ThoughtExplorer,Twitter,#Confusion #ThoughtLabyrinth,15,30,UK,2021,5,15,11,45,Regular User,User_209,UK,Negative,X
209,Numb to the chaos emotions locked away a stoic facade concealing the inner turmoil,Numbness,2019-12-28 14:30:00,StoicSoul,Instagram,#Numbness #StoicFacade,8,15,Australia,2019,12,28,14,23,Regular User,User_210,AU,Negative,IG
210,Melancholy whispers in the breeze a silent conversation with the echoes of forgotten dreams,Melancholy,2020-03-01 19:00:00,DreamerInSilence,Facebook,#Melancholy #WhispersInTheBreeze,12,25,India,2020,3,1,19,37,Regular User,User_211,IN,Negative,FB
211,Stumbling upon an old journal nostalgia flooding in waves carrying me to moments long gone,Nostalgia,2018-07-10 15:45:00,JournalKeeper,Twitter,#Nostalgia #JournalMoments,10,20,Canada,2018,7,10,15,30,Regular User,User_212,CA,Negative,X
212,A tapestry of conflicting feelings weaving through uncertainty caught in the threads of ambivalence,Ambivalence,2022-01-05 10:30:00,ThreadWeaver,Instagram,#Ambivalence #ConflictingFeelings,12,25,UK,2022,1,5,10,37,Regular User,User_213,UK,Negative,IG
213,Embracing the flaws finding acceptance in imperfection a journey towards selflove,Acceptance,2021-08-20 16:20:00,SelfLoveAdvocate,Facebook,#Acceptance #SelfLoveJourney,15,30,Australia,2021,8,20,16,45,Regular User,User_214,AU,Negative,FB
214,Determination burning like a wildfire overcoming obstacles turning dreams into reality,Determination,2019-11-03 13:45:00,DreamChaser,Twitter,#Determination #DreamsIntoReality,18,35,USA,2019,11,3,13,53,Influencer,User_215,US,Negative,X
215,Tranquil moments by the ocean serenity washing over a peaceful retreat within the waves embrace,Serenity,2020-04-12 19:30:00,OceanSoul,Instagram,#Serenity #OceanRetreat,25,50,Canada,2020,4,12,19,75,Influencer,User_216,CA,Negative,IG
216,Exploring new horizons with the spark of curiosity an adventurer in the vast landscape of knowledge,Curiosity,2022-04-15 08:45:00,HorizonExplorer,Facebook,#Curiosity #NewHorizons,22,45,India,2022,4,15,8,67,Influencer,User_217,IN,Negative,FB
217,Drifting through the day with a nonchalant demeanor embracing the art of indifference,Indifference,2023-02-10 17:00:00,NonchalantSpirit,Twitter,#Indifference #DriftingThroughLife,9,18,UK,2023,2,10,17,27,Regular User,User_218,UK,Negative,X
218,Wrestling with thoughts a perplexed mind lost in the labyrinth of lifes complexities,Confusion,2020-08-05 12:15:00,ComplexThinker,Instagram,#Confusion #PerplexedMind,14,28,Australia,2020,8,5,12,42,Regular User,User_219,AU,Negative,IG
219,Immersed in a state of emotional numbness a shield against the storm of daily struggles,Numbness,2021-12-01 15:30:00,ShieldedHeart,Facebook,#Numbness #EmotionalShield,10,20,USA,2021,12,1,15,30,Regular User,User_220,US,Negative,FB
220,A melancholic symphony playing in the background the soundtrack of a wistful heart,Melancholy,2019-03-25 21:00:00,SymphonySoul,Twitter,#Melancholy #WistfulHeart,13,26,Canada,2019,3,25,21,39,Regular User,User_221,CA,Negative,X
221,Flipping through the pages of an old yearbook nostalgia painting smiles and tears on my face,Nostalgia,2017-06-18 14:45:00,YearbookExplorer,Instagram,#Nostalgia #YearbookMemories,12,25,India,2017,6,18,14,37,Regular User,User_222,IN,Negative,IG
222,Torn between opposing emotions an ambivalence that colors my decisions with shades of uncertainty,Ambivalence,2022-07-08 11:30:00,DecisiveDilemma,Facebook,#Ambivalence #ShadesOfUncertainty,15,30,Australia,2022,7,8,11,45,Regular User,User_223,AU,Negative,FB
223,Embracing lifes imperfections finding acceptance in the journey scars and all,Acceptance,2023-05-15 16:20:00,ImperfectHarmony,Twitter,#Acceptance #ImperfectJourney,18,36,Canada,2023,5,15,16,54,Influencer,User_224,CA,Negative,X
224,A fiery determination burning within fueled by the vision of reaching unparalleled heights,Determination,2021-09-10 14:45:00,VisionarySpirit,Instagram,#Determination #UnparalleledHeights,20,40,UK,2021,9,10,14,60,Influencer,User_225,UK,Negative,IG
225,Basking in the serenity of a quiet forest where the whispers of nature bring peace to the soul,Serenity,2020-02-28 18:30:00,ForestDreamer,Facebook,#Serenity #NatureWhispers,25,50,USA,2020,2,28,18,75,Influencer,User_226,US,Negative,FB
226,Indifferent to the noise of the world a silent observer in the midst of lifes cacophony,Indifference,2023-03-10 16:30:00,SilentSpectator,Instagram,#Indifference #SilentObserver,9,18,India,2023,3,10,16,27,Regular User,User_227,IN,Negative,IG
227,Navigating through the labyrinth of thoughts confusion a constant companion in the maze of ideas,Confusion,2021-05-02 11:45:00,MazeNavigator,Facebook,#Confusion #ThoughtLabyrinth,14,28,Australia,2021,5,2,11,42,Regular User,User_228,AU,Negative,FB
228,An impenetrable numbness shields me from the emotional storms a fortress of stoic resilience,Numbness,2019-10-18 14:30:00,ResilientFortress,Twitter,#Numbness #StoicResilience,11,22,UK,2019,10,18,14,33,Regular User,User_229,UK,Negative,X
229,Melancholy painting the world in hues of nostalgia a canvas of bittersweet memories,Melancholy,2020-01-05 20:00:00,CanvasDreamer,Instagram,#Melancholy #BittersweetMemories,13,26,USA,2020,1,5,20,39,Regular User,User_230,US,Negative,IG
230,A journey into the past flipping through the pages of an old diary nostalgia taking the lead,Nostalgia,2018-08-10 15:45:00,DiaryExplorer,Facebook,#Nostalgia #DiaryJourney,12,25,Canada,2018,8,10,15,37,Regular User,User_231,CA,Negative,FB
231,Ambivalence clouding decisions caught in the crossroads of conflicting emotions,Ambivalence,2022-01-15 10:30:00,CrossroadsTraveler,Twitter,#Ambivalence #ConflictingEmotions,15,30,India,2022,1,15,10,45,Regular User,User_232,IN,Negative,X
232,Embracing imperfections finding acceptance in the mosaic of lifes beautiful chaos,Acceptance,2021-07-20 16:20:00,MosaicDreamer,Instagram,#Acceptance #BeautifulChaos,18,36,Australia,2021,7,20,16,54,Influencer,User_233,AU,Negative,IG
233,Determination as the driving force propelling me forward on the path to extraordinary achievements,Determination,2019-12-03 13:45:00,PathfinderSpirit,Facebook,#Determination #ExtraordinaryPath,20,40,USA,2019,12,3,13,60,Influencer,User_234,US,Negative,FB
234,Seeking serenity in the melody of raindrops a tranquil escape from the noise of everyday life,Serenity,2020-04-12 19:30:00,RaindropHarmony,Twitter,#Serenity #RaindropMelody,25,50,Canada,2020,4,12,19,75,Influencer,User_235,CA,Negative,X
235,Curiosity driving the exploration of the unknown a seeker of knowledge in uncharted territories,Curiosity,2022-05-08 08:45:00,SeekerOfUnknowns,Instagram,#Curiosity #SeekerOfKnowledge,22,45,UK,2022,5,8,8,67,Influencer,User_236,UK,Negative,IG
236,Drifting through the day with an air of nonchalance indifferent to the trivialities of life,Indifference,2023-02-22 17:00:00,NonchalantWanderer,Facebook,#Indifference #DriftingThroughLife,9,18,India,2023,2,22,17,27,Regular User,User_237,IN,Negative,FB
237,Lost in the labyrinth of thoughts confusion casting shadows on the quest for clarity,Confusion,2020-06-05 12:15:00,ShadowedSeeker,Twitter,#Confusion #LabyrinthOfThoughts,14,28,Australia,2020,6,5,12,42,Regular User,User_238,AU,Negative,X
238,Wrapped in the cloak of emotional numbness a shield against the storms of lifes turbulence,Numbness,2021-11-30 15:30:00,TurbulentShield,Instagram,#Numbness #EmotionalStorms,10,20,Canada,2021,11,30,15,30,Regular User,User_239,CA,Negative,IG
239,Melancholy as a companion painting the canvas of life with the brushstrokes of wistful yearning,Melancholy,2019-02-25 21:00:00,WistfulPainter,Facebook,#Melancholy #WistfulYearning,13,26,UK,2019,2,25,21,39,Regular User,User_240,UK,Negative,FB
240,Leafing through the pages of an old photo album nostalgia weaving tales of laughter and tears,Nostalgia,2017-05-18 14:45:00,TaleWeaver,Twitter,#Nostalgia #PhotoAlbumStories,12,25,USA,2017,5,18,14,37,Regular User,User_241,US,Negative,X
241,Ambivalence in the air caught between the crossroads of conflicting emotions and decisions,Ambivalence,2022-08-05 11:30:00,CrossroadsExplorer,Instagram,#Ambivalence #CrossroadsConfusion,15,30,Canada,2022,8,5,11,45,Regular User,User_242,CA,Negative,IG
242,Embracing the beauty in imperfections finding acceptance in the mosaic of lifes unpredictable art,Acceptance,2023-06-15 16:20:00,MosaicArtist,Facebook,#Acceptance #UnpredictableArt,18,36,Australia,2023,6,15,16,54,Influencer,User_243,AU,Negative,FB
243,Determination ablaze forging a path through challenges sculpting dreams into tangible realities,Determination,2021-10-10 14:45:00,DreamSculptor,Twitter,#Determination #SculptingDreams,20,40,UK,2021,10,10,14,60,Influencer,User_244,UK,Negative,X
244,Immerse in the serenity of a moonlit night where the quiet whispers of nature bring peace to the soul,Serenity,2020-05-12 19:30:00,MoonlitSoul,Instagram,#Serenity #MoonlitPeace,25,50,USA,2020,5,12,19,75,Influencer,User_245,US,Negative,IG
245,Fueled by curiosity venturing into uncharted realms a fearless explorer of the mysteries of the world,Curiosity,2022-12-01 09:15:00,FearlessExplorer,Facebook,#Curiosity #FearlessExplorer,22,44,India,2022,12,1,9,66,Influencer,User_246,IN,Negative,FB
246,Wrapped in the cloak of emotional numbness a shield against the storms of lifes turbulence,Numbness,2021-11-30 15:30:00,TurbulentShield,Instagram,#Numbness #EmotionalStorms,10,20,Canada,2021,11,30,15,30,Regular User,User_247,CA,Negative,IG
247,Dancing through life with the exuberance of a carefree spirit embracing joy and zest at every turn,Zest,2018-07-12 17:45:00,JoyfulDancer,Twitter,#Zest #CarefreeSpirit,15,30,USA,2018,7,12,17,45,Regular User,User_248,US,Negative,X
248,Basking in the golden glow of contentment a serene river flowing through the landscape of the heart,Contentment,2020-09-05 20:10:00,SereneBasker,Facebook,#Contentment #GoldenGlow,18,36,Australia,2020,9,5,20,54,Influencer,User_249,AU,Negative,FB
249,Gazing towards the horizon with hopeful eyes painting a canvas of dreams illuminated by the sun of optimism,Hopeful,2022-04-18 08:00:00,DreamPainter,Instagram,#Hopeful #CanvasOfDreams,12,24,India,2022,4,18,8,36,Regular User,User_250,IN,Negative,IG
250,Standing tall proud as an oak the branches of achievement reaching towards the sky of accomplishment,Proud,2019-12-10 12:20:00,OakAchiever,Twitter,#Proud #BranchesOfAchievement,25,50,Canada,2019,12,10,12,75,Influencer,User_251,CA,Positive,X
251,A heart overflowing with gratitude a garden where appreciation blooms in the soil of kindness and connection,Grateful,2023-02-28 09:45:00,HeartGardener,Facebook,#Grateful #BlossomingConnection,20,40,USA,2023,2,28,9,60,Influencer,User_252,US,Negative,FB
252,Extending a hand empathetic threads weaving a tapestry of understanding embracing the joys and sorrows of others,Empathetic,2018-04-03 14:15:00,ThreadWeaver,Instagram,#Empathetic #TapestryOfUnderstanding,15,30,UK,2018,4,3,14,45,Regular User,User_253,UK,Negative,IG
253,Compassionate clouds heavy with care showering empathy on the parched grounds of human suffering,Compassionate,2022-06-20 10:30:00,CloudCaretaker,Twitter,#Compassionate #ShowerOfEmpathy,18,36,Australia,2022,6,20,10,54,Influencer,User_254,AU,Negative,X
254,Playfully dancing in the rain of laughter a whimsical spirit twirling in the puddles of joy and lightheartedness,Playful,2020-07-08 18:00:00,RainDancer,Facebook,#Playful #DanceInTheRain,22,44,Canada,2020,7,8,18,66,Influencer,User_255,CA,Negative,FB
255,Soaring on the wings of a free spirit unburdened by the chains of conformity painting the sky with independence,Free-spirited,2021-08-15 11:10:00,SkyPainter,Instagram,#FreeSpirit #PaintingTheSky,20,40,India,2021,8,15,11,60,Influencer,User_256,IN,Negative,IG
256,Bathed in the glow of inspiration a creative phoenix rising from the ashes of ordinary thoughts to explore new realms,Inspired,2019-10-25 16:50:00,PhoenixExplorer,Twitter,#Inspired #CreativePhoenix,15,30,UK,2019,10,25,16,45,Regular User,User_257,UK,Negative,X
257,Navigating the sea of hope sailing towards the sunrise of possibilities confident in the ship of positive anticipation,Hopeful,2023-10-05 07:30:00,SunriseNavigator,Facebook,#Hopeful #SunriseOfPossibilities,12,24,USA,2023,10,5,7,36,Regular User,User_258,US,Negative,FB
258,Striding with confidence footprints of selfassuredness imprinted on the sands of challenges conquered and victories claimed,Confident,2022-02-15 13:15:00,SandStrider,Instagram,#Confident #FootprintsOfAssuredness,25,50,Australia,2022,2,15,13,75,Influencer,User_259,AU,Positive,IG
259,Lost in the symphony of the night a moonlit serenade that whispers tales of wanderlust and moonlit dreams,Serenity,2021-05-08 22:00:00,NightSerenader,Twitter,#Serenity #MoonlitSerenade,13,26,Canada,2021,5,8,22,39,Regular User,User_260,CA,Negative,X
260,Unveiling the layers of curiosity a labyrinth of questions leading to the treasure troves of undiscovered knowledge,Curiosity,2020-11-29 14:45:00,KnowledgeSeeker,Instagram,#Curiosity #LabyrinthOfQuestions,17,34,USA,2020,11,29,14,51,Influencer,User_261,US,Negative,IG
261,In the embrace of the autumn breeze leaves of ambivalence dancing in a waltz between choices and uncertainties,Ambivalence,2019-09-14 10:20:00,BreezeWaltzer,Facebook,#Ambivalence #AutumnWaltz,14,28,UK,2019,9,14,10,42,Regular User,User_262,UK,Negative,FB
262,Gratitude as a guiding star navigating the constellation of blessings in the vast universe of lifes precious moments,Grateful,2022-03-12 19:55:00,StarNavigator,Twitter,#Grateful #GuidingStar,19,38,Australia,2022,3,12,19,57,Influencer,User_263,AU,Negative,X
263,With a zestful heart sprinting through fields of enthusiasm chasing sunbeams and laughter in the meadows of joy,Zest,2023-03-30 16:30:00,MeadowSprinter,Instagram,#Zest #FieldsOfEnthusiasm,16,32,India,2023,3,30,16,48,Regular User,User_264,IN,Negative,IG
264,A compassionate rain tears of empathy falling gently nurturing the seeds of kindness in the garden of human connections,Compassionate,2021-07-01 12:10:00,RainNurturer,Facebook,#Compassionate #TearsOfEmpathy,21,42,Canada,2021,7,1,12,63,Influencer,User_265,CA,Negative,FB
265,Proudly scaling the peaks of achievement a mountaineer conquering challenges and planting the flag of success,Proud,2020-01-05 08:45:00,PeakConqueror,Twitter,#Proud #ScalingPeaks,23,46,USA,2020,1,5,8,69,Influencer,User_266,US,Positive,X
